Date,Community,Filename,Caller,Chorus,Duration,Duration (B to L) ,Introduction present,Buildup present,Buildup E components,Buildup first half,Buildup second half,Buildup duration,Rate of buildup,Rate of first half,Rate of second half,Acceleration ,Buildup component chosen,Climax present,Climax components,Climax screams,Prop of screams,Durclx,Climax scream chosen,Letdown present,Letdown components,Drumming,Drumming duration,Drum beats,Rate of beats,Beats in climax,Beats after climax,Beats before climax,Non linearities,Time,Context,call,duration,durat2,select,F0start,F0end,F0max,F0min,F0mean,lmmean,lmmax,F0loc,trfak,trmean,trmax,Pfstart       ,Pfend,Pfmax,Pfmin,Pfmean       ,Pfmaxamp,Pfminamp,Pfmaxloc,Pfminloc,Pfmaxdif,noise_mean,noise_max,call,duration,durat2,select,F0start,F0end,F0max,F0min,F0mean,lmmean,lmmax,F0loc,trfak,trmean,trmax,Pfstart       ,Pfend,Pfmax,Pfmin,Pfmean       ,Pfmaxamp,Pfminamp,Pfmaxloc,Pfminloc,Pfmaxdif,noise_mean,noise_max,range
6/15/17,Kasekela,KSK322,FU,N,8.84,4.65,Y,Y,3,1,1,0.99,3.03030303,2.02020202,2.02020202,0,BE2,Y,2,2,1,1.87,CS1,Y,5,Y,1.66,5,3.012048193,2,0,3,Y,11:49,Display,KSK322_FU_BE2.lma,245.3364,0,no,446,399,517,211,407,16,125,0.86,0.01,45,206,728,611,845,329,535,376,728,0.37,0,446,0.18,0.36,KSK322_FU_CS1.lma,994.6791,0,no,939,1033,1526,892,1362,7,178,0.52,0.02,90,572,352,1033,2912,305,1386,1526,1033,0.53,1,1456,0.26,0.46,634
11/11/16,Kasekela,KSK354,FU,N,5.78,5.13,Y,Y,5,2,2,1.75,2.857142857,2.285714286,2.285714286,0,BE3,Y,3,3,1,2.44,CS1,Y,2,N,,,,,,,N,10:09,Resting,KSK354_FU_BE3.lma,282.6702,0,no,282,211,517,211,346,17,150,0.4,0.02,67,177,7045,6364,9558,235,4393,7820,7045,0.37,0,9323,0.68,0.79,KSK354_FU_CS1.lma,696.0087,0,no,986,1339,1386,986,1272,6,132,0.72,0.02,77,328,986,1339,5495,986,2028,5354,1339,0.82,1,4133,0.33,0.52,400
11/12/16,Kasekela,KSK366,FO,N,3.68,NA,NA,N,0,0,0,0,0,0,0,0,,Y,2,2,1,2.08,CS2,N,0,N,,,,,,,N,8:44,Resting,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK366_FO_CS2.lma,821.3436,0,no,869,798,1667,798,1021,11,503,0.98,0.01,71,626,869,798,7327,798,1301,1104,798,0.52,1,6294,0.4,0.54,869
11/14/16,Kasekela,KSK401,SN,N,5.52,5.52,N,Y,3,2,1,1.84,1.630434783,2.173913043,1.086956522,-1.086956522,BE2,Y,4,1,0.25,2.44,CS1,Y,2,N,,,,,,,N,8:33,Feed,KSK401_SN_BE2.lma,317.3373,0,no,188,188,493,188,295,11,188,0.97,0.03,41,193,7162,6364,7609,235,1947,282,6364,0.69,1,7256,0.63,0.74,KSK401_SN_CS1.lma,1141.3476,0,no,728,1151,1245,728,1125,5,291,0.63,0.03,53,257,728,1151,7374,728,3229,3593,7209,0.95,0.11,6247,0.57,0.75,517
11/14/16,Kasekela,KSK404,SN,N,4.09,4.09,NA,Y,4,2,2,2.3,1.739130435,1.739130435,1.739130435,0,BE3,Y,2,2,1,1.78,CS1,N,0,N,,,,,,,N,9:45,Feed,KSK404_SN_BE3.lma,325.3374,0,no,235,211,517,188,321,15,160,0.21,0.05,78,238,94,94,6528,94,638,94,6481,0.06,0.12,6434,0.61,0.73,KSK404_SN_CS1.lma,749.3427,0,no,822,775,1057,587,999,5,125,0.26,-0.02,49,348,822,3170,7350,798,4004,5190,3170,0.34,1,6200,0.43,0.66,470
11/14/16,Kasekela,KSK413,SN,N,5.55,5.55,NA,Y,5,3,2,2.78,1.798561151,2.158273381,1.438848921,-0.71942446,BE3,Y,3,3,1,2.76,CS1,N,0,N,,,,,,,Y,11:36,Resting,KSK413_SN_BE3.lma,360.0045,0,no,211,188,470,188,303,9,85,0.19,-0.03,44,145,9558,7068,9558,258,3291,564,9558,0.65,0,9135,0.71,0.81,KSK413_SN_CS1.lma,986.679,0,no,728,1057,1315,728,1042,8,122,0.28,0.01,46,286,728,4250,7444,728,3443,3170,3311,0.66,0.21,4204,0.55,0.74,587
11/29/16,Kasekela,KSK452,FU,N,3.22,NA,NA,Y,3,1,1,0.8,3.75,2.5,2.5,0,BE3,Y,2,2,1,1.73,CS2,Y,2,N,,,,,,,N,7:26,Feed,KSK452_FU_BE3.lma,248.0031,0,no,188,376,517,188,381,9,132,0.03,-0.04,35,233,94,1033,3757,94,765,1033,1033,0.76,1,3640,0.56,0.72,KSK452_FU_CS2.lma,856.0107,0,no,892,916,1104,892,1044,2,16,0.2,-0.01,56,194,892,916,5519,892,1358,1080,939,0.71,0.9,3288,0.38,0.67,212
12/2/16,Kasekela,KSK467,SL,Y,5.12,4.11,Y,Y,3,1,1,1.32,2.272727273,1.515151515,1.515151515,0,BE2,Y,3,3,1,2.79,CS2,N,0,N,,,,,,,N,7:48,Resting,KSK467_SL_BE2.lma,320.004,0,no,258,282,352,235,290,3,38,0.88,0.02,16,50,258,282,751,235,327,305,282,0.44,1,470,0.54,0.71,KSK467_SL_CS2.lma,629.3412,0,no,751,634,1010,634,901,4,28,0.38,0,90,256,751,634,10239,634,1626,845,705,0.19,0.98,7703,0.47,0.82,376
12/2/16,Kasekela,KSK469,SL,N,4.03,NA,NA,Y,4,2,2,3.2,1.25,1.25,1.25,0,BE2,Y,1,1,1,0.83,CS1,N,0,N,,,,,,,N,7:57,Resting,KSK469_SL_BE2.lma,370.6713,0,no,211,188,517,188,374,12,170,0.01,-0.05,68,269,1010,94,6200,94,953,845,3358,0.38,0.93,6106,0.63,0.75,KSK469_SL_CS1.lma,877.3443,0,no,1104,775,1198,634,821,13,319,0.03,0,79,387,3616,5237,7632,681,1499,822,3616,0.43,0,6059,0.62,0.74,564
12/4/16,Kasekela,KSK484,FU,N,2.26,NA,NA,Y,NA,,,NA,,,,,BE1,Y,3,3,1,1.97,CS3,N,0,N,,,,,,,D,9:46,Resting,KSK484_FU_BE1.lma,288.0036,0,no,211,188,423,188,326,7,66,0.12,-0.02,46,157,94,6740,6834,94,4045,352,6740,0.42,1,6716,0.39,0.56,KSK484_FU_CS3.lma,656.0082,0,no,822,1057,1057,775,992,4,85,0.38,0,47,222,822,6951,7374,775,2204,1010,6740,0.74,0.98,6317,0.34,0.55,282
12/4/16,Kasekela,KSK486,FU,Y,4.71,4.34,NA,Y,3,1,1,1.27,2.362204724,1.57480315,1.57480315,0,BE3,Y,4,3,0.75,3.07,CS2,N,0,N,,,,,,,N,10:47,Feed,KSK486_FU_BE3.lma,290.6703,0,no,188,188,423,188,320,5,19,0.43,-0.01,74,142,94,94,775,94,338,329,235,0.25,0.88,681,0.62,0.78,KSK486_FU_CS2.lma,882.6777,0,no,798,1268,1315,798,1233,4,89,0.49,0.01,72,387,798,4838,6481,798,2317,5119,4838,0.24,1,5119,0.56,0.74,517
12/5/16,Kasekela,KSK488,SN,Y,3.9,3.9,NA,Y,5,3,2,1.93,2.590673575,3.10880829,2.07253886,-1.03626943,BE3,Y,2,2,1,1.97,CS2,N,0,N,,,,,,,Y,7:53,Resting,KSK488_SN_BE3.lma,226.6695,0,no,188,376,376,188,293,6,85,0.8,0.08,20,97,6317,94,6317,94,1491,305,94,0.6,1,5894,0.61,0.73,KSK488_SN_CS2.lma,1018.6794,0,no,1245,869,1292,822,1113,8,157,0.25,-0.01,42,341,1245,869,11648,869,4449,7609,3546,0.8,0.17,8806,0.72,0.84,470
12/8/16,Kasekela,KSK506,FU,N,5.16,5.16,NA,Y,5,2,3,2.03,2.463054187,1.97044335,2.955665025,0.985221675,BE3,Y,3,3,1,2.5,CS1,Y,2,N,,,,,,,N,8:28,Resting,KSK506_FU_BE3.lma,280.0035,0,no,188,399,517,188,350,11,141,0.12,-0.03,41,203,5237,399,5237,258,1461,376,5237,0.6,0,4415,0.62,0.67,KSK506_FU_CS1.lma,824.0103,0,no,1151,1010,1973,822,1242,18,413,0.15,0.02,125,774,1151,1010,10920,822,3189,1339,1010,0.82,1,9534,0.72,0.82,1151
12/8/16,Kasekela,KSK507,FU,Y,5.16,5.16,NA,Y,5,2,2,2.76,1.811594203,1.449275362,1.449275362,0,BE3,Y,3,3,1,2.4,CS2,N,0,N,,,,,,,N,8:31,Resting,KSK507_FU_BE3.lma,349.3377,0,no,188,188,352,188,278,5,65,0.09,0,23,97,94,94,6341,94,1249,282,6200,0.57,0.92,6082,0.56,0.6,KSK507_FU_CS2.lma,613.341,0,no,963,869,1245,869,1126,3,19,0.55,-0.02,84,216,963,869,10990,869,2244,1151,869,0.24,1,7327,0.62,0.81,376
12/25/16,Kasekela,KSK534,FU,N,5.88,4.82,Y,Y,4,2,2,1.2,3.333333333,3.333333333,3.333333333,0,BE1,Y,3,3,1,2.26,CS2,Y,4,Y,1.82,7,3.846153846,7,0,0,Y,8:56,Display,KSK534_FU_BE1.lma,328.0041,0,no,235,188,352,188,270,6,47,0.13,0,32,89,94,94,6247,94,536,305,6247,0.61,0.15,6153,0.53,0.8,KSK534_FU_CS2.lma,56.0007,0,no,1315,1409,1409,1315,1353,7,23,0.95,0.12,11,34,1315,1409,1409,1315,1353,1339,1315,0.45,0,47,0.66,0.75,94
1/3/17,Kasekela,KSK554,SN,N,6,5,Y,Y,5,3,2,3.33,1.501501502,1.801801802,1.201201201,-0.600600601,BE3,Y,2,2,1,1.67,CS1,N,0,N,,,,,,,N,8:23,Resting,KSK554_SN_BE3.lma,394.6716,0,no,188,235,517,188,264,7,103,0.94,0.03,26,202,94,235,376,94,233,282,235,0.63,1,211,0.75,0.9,KSK554_SN_CS1.lma,664.0083,0,no,798,986,1057,540,823,4,117,0.94,0.06,33,163,798,986,1057,540,823,869,822,0.65,0.03,282,0.31,0.7,517
1/3/17,Kasekela,KSK559,SN,Y,4.47,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,BE2,Y,4,3,0.75,3.48,CS1,N,0,N,,,,,,,N,9:09,Feed,KSK559_SN_BE2.lma,285.3369,0,no,376,517,517,282,371,10,89,0.77,0.04,50,137,2841,611,6364,282,1017,728,2841,0.55,0,6012,0.63,0.77,KSK559_SN_CS1.lma,648.0081,0,no,939,1198,1245,939,1147,4,56,0.52,0.03,56,182,939,1198,5824,939,2706,4932,1198,0.71,1,3687,0.49,0.71,306
9/20/17,Kasekela,MTB001,SL,N,7.26,4.77,Y,Y,2,1,1,1.19,1.680672269,1.680672269,1.680672269,0,BE2,Y,3,3,1,2.62,CS2,Y,2,N,,,,,,,D,8:33,Feed,MTB001_SL_BE2.lma,472.0059,0,no,211,305,517,211,306,8,141,0.03,0.02,36,255,94,305,6270,94,759,822,94,0.78,0,6176,0.58,0.78,MTB001_SL_CS2.lma,757.3428,0,no,399,869,892,399,750,5,146,0.64,0.03,55,248,399,869,892,399,750,705,845,0.32,0.98,352,0.28,0.54,493
9/30/17,Kasekela,MTB020,SL,Y,11.43,10.86,Y,Y,9,4,4,3.78,2.380952381,2.116402116,2.116402116,0,BE5,Y,2,2,1,0.99,CS1,Y,11,Y,3.75,7,1.866666667,2,3,2,Y,8:38,Display,MTB020_SL_BE5.lma,322.6707,0,no,305,211,329,188,296,3,56,0.37,0,38,103,141,211,6669,141,481,329,141,0.51,0,6434,0.29,0.54,MTB020_SL_CS1.lma,424.0053,0,no,705,1127,1151,517,990,15,146,0.41,0.08,82,388,352,1127,1738,329,974,1080,1127,0.7,1,1221,0.38,0.76,634
9/30/17,Kasekela,MTB022,SL,Y,11,9.25,Y,Y,7,3,3,3.22,2.173913043,1.863354037,1.863354037,0,BE2,Y,5,3,0.6,2.09,CS1,Y,9,Y,1.83,4,2.18579235,2,2,0,Y,8:46,Display,MTB022_SL_BE2.lma,352.0044,0,no,235,282,305,211,254,4,47,0.85,0.02,21,65,235,94,305,94,249,258,235,0.75,0,117,0.29,0.47,MTB022_SL_CS1.lma,309.3372,0,no,658,423,751,399,682,6,94,0.54,-0.05,69,220,658,423,751,376,679,728,423,0.64,1,235,0.21,0.35,352
9/30/17,Kasekela,MTB023,SL,Y,12.96,10.56,Y,Y,8,4,4,3.27,2.44648318,2.44648318,2.44648318,0,BE4,Y,5,1,0.2,2.65,CS1,Y,9,Y,3.85,7,1.818181818,4,3,0,Y,8:47,Display,MTB023_SL_BE4.lma,336.0042,0,no,188,305,329,188,290,6,47,0.48,0.01,25,89,117,305,329,94,283,258,117,0.2,0,164,0.25,0.49,MTB023_SL_CS1.lma,621.3411,0,no,1033,986,1315,751,1059,17,193,0.66,0.01,129,286,1033,986,2818,751,1144,798,1033,0.13,0,1667,0.28,0.45,564
10/1/17,Kasekela,MTB025,FU,N,6.96,5.96,Y,Y,5,2,3,1.71,2.923976608,2.339181287,3.50877193,1.169590643,BE3,Y,3,3,1,2.46,CS3,Y,5,Y,2.41,6,2.489626556,6,0,0,N,8:33,Resting,MTB025_FU_BE3.lma,280.0035,0,no,329,329,399,282,342,4,19,0.57,0.02,22,54,329,329,399,282,342,352,329,0.34,0,47,0.2,0.44,MTB025_FU_CS3.lma,645.3414,0,no,798,1080,1597,798,1380,10,141,0.44,0.04,202,485,751,1080,6129,611,1732,1526,1080,0.76,1,4626,0.21,0.42,799
10/1/17,Kasekela,MTB026,FU,N,10.31,8.25,Y,Y,5,2,3,1.88,2.659574468,2.127659574,3.191489362,1.063829787,BE3,Y,3,3,1,2.66,CS2,Y,11,Y,1.13,6,5.309734513,0,6,0,N,8:44,Resting,MTB026_FU_BE3.lma,312.0039,0,no,305,305,352,211,313,5,56,0.29,0.01,30,107,305,305,352,211,313,258,305,0.14,0,117,0.34,0.61,MTB026_FU_CS2.lma,810.6768,0,no,822,1104,1479,728,1219,10,216,0.49,0.02,158,422,822,1104,1479,728,1219,1268,822,0.77,0,329,0.3,0.68,751
10/1/17,Kasekela,MTB028,FU,Y,7.68,7.68,NA,Y,7,3,3,2.47,2.834008097,2.429149798,2.429149798,0,BE3,Y,2,2,1,1.87,CS1,Y,6,Y,1.71,8,4.678362573,0,8,0,N,9:18,Resting,MTB028_FU_BE3.lma,293.337,0,no,282,282,376,235,312,4,19,0.41,0,44,78,282,282,376,235,312,305,282,0.26,1,47,0.22,0.48,MTB028_FU_CS1.lma,1114.6806,0,no,986,1339,1432,798,1213,6,99,0.45,0.04,94,406,986,1339,1432,798,1213,1292,986,0.56,0,235,0.25,0.47,634
10/1/17,Kasekela,MTB030,FU,N,7.23,5.83,Y,Y,5,2,2,1.85,2.702702703,2.162162162,2.162162162,0,BE3,Y,2,2,1,1.79,CS1,Y,6,Y,2.07,8,3.8647343,5,0,3,N,9:28,Resting,MTB030_FU_BE3.lma,274.6701,0,no,282,352,399,235,312,10,47,0.48,0.02,35,88,282,352,352,94,229,305,282,0.24,0,235,0.37,0.61,MTB030_FU_CS1.lma,965.3454,0,no,1268,845,1620,775,1362,11,254,0.55,0.04,94,681,1268,845,4697,681,1416,1292,1268,0.35,0,3147,0.31,0.8,845
10/1/17,Kasekela,MTB031,FU,N,5.87,4.92,Y,Y,5,2,2,1.85,2.702702703,2.162162162,2.162162162,0,BE3,Y,3,3,1,2.25,CS1,Y,2,Y,0.43,3,6.976744186,3,0,0,N,12:02,Resting,MTB031_FU_BE3.lma,309.3372,0,no,282,376,376,258,321,3,19,1,0.02,24,60,282,376,376,258,321,329,376,0.28,1,47,0.33,0.63,MTB031_FU_CS1.lma,784.0098,0,no,705,1339,1503,705,1207,11,216,0.71,0.08,124,495,705,1339,1503,564,1205,1221,705,0.42,0,564,0.27,0.67,798
10/1/17,Kasekela,MTB032,FU,N,5.03,4.78,Y,Y,6,3,3,2.11,2.843601896,2.843601896,2.843601896,0,BE3,Y,2,2,1,1.6,CS1,Y,3,N,,,,,,,N,13:40,Resting,MTB032_FU_BE3.lma,226.6695,0,no,211,211,352,211,303,4,16,0.43,0,34,92,211,211,352,211,303,305,211,0.79,1,23,0.32,0.6,MTB032_FU_CS1.lma,792.0099,0,no,728,1010,1409,728,1125,4,63,0.57,0.04,105,264,728,1010,1409,728,1125,1174,728,0.76,0,94,0.18,0.27,681
10/3/17,Kasekela,MTB034_2,FND,N,4.51,1.93,Y,N,0,0,0,0,0,0,0,0,,Y,2,2,1,1.93,CS1,N,0,N,,,,,,,N,10:23,Resting,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB034_2_FND_CS1.lma,722.6757,0,no,751,798,892,634,841,2,61,0.43,0.01,43,169,751,798,3429,634,944,775,798,0.09,1,2560,0.18,0.3,258
10/4/17,Kasekela,MTB044,ZS,N,4.26,4.26,N,N,0,0,0,0,0,0,0,0,,Y,6,3,0.5,4.26,CS2,N,0,N,,,,,,,D,11:44,Resting,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB044_ZS_CS2.lma,466.6725,0,no,1339,751,1339,611,1025,11,438,0,-0.01,122,432,1339,751,2419,611,1168,798,1339,0.95,0,1221,0.25,0.37,728
10/10/17,Kasekela,MTB052,GIM,N,5.36,5.36,N,N,0,0,0,0,0,0,0,0,,Y,13,5,0.384615385,5.36,CS10,Y,2,N,,,,,,,N,8:20,Resting,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB052_GIM_CS10.lma,250.6698,0,no,939,1526,1573,775,1300,26,178,0.33,-0.08,213,462,939,611,4720,611,2393,4697,1198,0.45,0.97,3147,0.31,0.46,798
10/10/17,Kasekela,MTB054,SL,Y,5.47,3.69,Y,Y,2,1,1,0.78,2.564102564,2.564102564,2.564102564,0,BE1,Y,3,3,1,2.9,CS2,N,0,N,,,,,,,D,8:31,Travel,MTB054_SL_BE1.lma,362.6712,0,no,352,305,352,188,292,5,75,0,0,27,100,986,305,986,188,382,305,188,0.53,0.14,775,0.14,0.3,MTB054_SL_CS2.lma,717.3423,0,no,634,728,1432,634,903,8,568,0.93,0,107,542,634,728,1432,634,903,1010,728,0.3,1,728,0.17,0.26,798
10/25/17,Kasekela,MTB064,GIM,N,5.27,5.27,N,N,0,0,0,0,0,0,0,0,,Y,14,6,0.428571429,5.27,CS13,N,0,N,,,,,,,D,12:51,Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB064_GIM_CS13.lma,410.6718,0,no,892,751,1526,751,1305,19,225,0.25,-0.11,180,607,892,658,2560,352,1288,1503,352,0.44,0.92,1292,0.25,0.38,775
11/29/17,Kasekela,MTB122,SL,N,10.84,8.07,Y,Y,4,2,2,2.15,1.860465116,1.860465116,1.860465116,0,BE2,Y,1,1,1,0.53,CS1,Y,12,Y,0.18,2,11.11111111,0,2,0,D,8:13,Resting,MTB122_SL_BE2.lma,381.3381,0,no,211,211,352,188,258,6,85,0.87,0,28,95,211,211,352,94,249,282,211,0.49,0,164,0.3,0.62,MTB122_SL_CS1.lma,581.3406,0,no,305,728,728,305,561,8,141,0.12,0,95,256,305,775,1104,305,837,963,775,0.46,1,446,0.28,0.48,423
12/1/17,Kasekela,MTB124,SN,Y,5.61,5.61,NA,Y,5,2,2,2.53,1.976284585,1.581027668,1.581027668,0,BE3,Y,3,3,1,3.09,CS2,N,0,N,,,,,,,Y,14:56,Feed,MTB124_SN_BE3.lma,296.0037,0,no,329,329,376,282,342,3,12,0.56,0.02,20,55,329,329,376,282,342,352,329,0.39,0,23,0.14,0.48,MTB124_SN_CS2.lma,1117.3473,0,no,986,1315,1808,705,1257,22,390,0.2,0.01,120,574,986,3922,5213,352,2310,3875,1151,0.82,0.03,3569,0.35,0.48,1103
12/1/17,Kasekela,MTB125,SN,N,6.27,6.27,NA,Y,5,2,2,2.78,1.798561151,1.438848921,1.438848921,0,BE3,Y,3,3,1,3.49,CS2,N,0,N,,,,,,,Y,14:58,Feed,MTB125_SN_BE3.lma,296.0037,0,no,305,352,352,235,286,3,38,0.98,0,14,60,94,352,352,94,277,282,305,0.22,0.05,211,0.15,0.51,MTB125_SN_CS2.lma,1213.3485,0,no,1104,1268,1526,658,1205,8,207,0.48,0.04,79,351,587,1268,5847,587,2222,798,3593,0.05,0.34,4720,0.29,0.47,868
12/1/17,Kasekela,MTB128,FU,N,5.15,4.78,Y,Y,6,3,3,1.94,3.092783505,3.092783505,3.092783505,0,BE3,Y,3,3,1,2.15,CS2,Y,2,Y,0.33,2,6.060606061,0,0,3,N,18:17,Travel,MTB128_FU_BE3.lma,272.0034,0,no,305,399,493,235,384,8,52,0.42,0.05,70,135,305,399,493,235,384,282,305,0.15,0,141,0.23,0.39,MTB128_FU_CS2.lma,688.0086,0,no,1080,1080,1456,751,1309,7,132,0.48,0.03,149,474,1080,1080,2888,352,1324,1432,1080,0.34,0,1432,0.23,0.44,705
9/18/17,Mitumba,KSK005,EDG,N,4.97,3.96,Y,Y,7,3,3,3.96,1.767676768,1.515151515,1.515151515,0,BE3,N,0,0,0,0,,N,0,N,,,,,,,NA,11:56,Travel,KSK005_EDG_BE3.lma,461.3391,0,no,188,188,517,188,334,11,150,0.95,0.04,74,226,188,141,446,141,307,235,188,0.2,0.1,164,0.41,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/17,Mitumba,MTB011,EDG,N,3.56,3.56,NA,Y,8,4,4,3.56,2.247191011,2.247191011,2.247191011,0,BE,N,0,0,0,0,,N,0,N,,,,,,,NA,11:06,Feed,MTB011_EDG_BE.lma,360.0045,0,no,188,305,517,188,346,9,75,0.71,0.04,67,149,94,94,540,94,334,305,94,0.3,1,211,0.25,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/16,Mitumba,MTB031,EDG,N,7.34,6.08,Y,Y,11,5,6,6.08,1.809210526,1.644736842,1.973684211,0.328947368,BE4,N,0,0,0,0,,N,0,Y,1.23,3,2.43902439,0,0,3,NA,12:45,Resting,MTB031_EDG_BE4.lma,472.0059,0,no,188,211,517,188,373,12,89,0.66,0,65,188,94,94,845,94,448,352,282,0.24,0.95,658,0.79,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/17,Mitumba,MTB033(2),EDG,N,6.37,4.71,Y,Y,10,4,5,4.71,2.123142251,1.6985138,2.123142251,0.42462845,BE5,N,0,0,0,0,,N,0,Y,1.03,2,1.941747573,0,0,2,NA,13:11,Travel,MTB033_2_EDG_BE5.lma,306.6705,0,no,235,446,517,188,416,14,132,0.51,0.08,51,215,117,869,1010,117,727,798,751,0.22,0.11,634,0.29,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/17,Mitumba,KSK003,EDG,N,5.8,1.71,Y,N,0,0,0,0,0,0,0,0,,Y,2,2,1,1.71,CS2,N,0,N,,,,,,,Y,11:11,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK003_EDG_CS2.lma,720.009,0,no,587,1104,1386,587,977,11,277,0.84,0.07,109,414,587,1104,1386,376,964,705,634,0.12,0.05,681,0.15,0.41,799
9/18/17,Mitumba,KSK007,EDG,N,4.73,4.73,NA,N,0,0,0,0,0,0,0,0,,Y,9,9,1,4.73,CS8,N,0,N,,,,,,,Y,12:30,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK007_EDG_CS8.lma,480.006,0,no,892,963,1127,634,1029,8,150,0.15,-0.05,87,326,470,963,1127,470,1027,1057,963,0.68,1,423,0.29,0.37,493
9/18/17,Mitumba,KSK008,EDG,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Y,NA,NA,NA,NA,CS,N,0,N,,,,,,,N,12:33,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK008_EDG_CS.lma,1200.015,0,no,305,399,728,305,464,5,141,0.08,0,75,259,282,282,1010,282,821,845,329,0.28,0.03,611,0.2,0.61,423
9/18/17,Mitumba,KSK009,EDG,N,4.23,4.23,NA,N,0,0,0,0,0,0,0,0,,Y,5,5,1,4.23,CS,N,0,N,,,,,,,Y,12:37,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK009_EDG_CS.lma,832.0104,0,no,423,587,892,329,671,10,272,0.25,-0.02,129,421,423,1127,1221,329,868,1198,423,0.65,0,728,0.27,0.55,563
7/12/17,Mitumba,KSK028,EDG,N,7.88,4.25,Y,Y,3,1,1,1.34,2.23880597,1.492537313,1.492537313,0,BE2,Y,3,3,1,2.47,CS2,Y,1,N,,,,,,,Y,13:45,Feed,KSK028_EDG_BE2.lma,416.0052,0,no,282,282,517,258,384,12,164,0.44,0.04,77,167,282,282,564,258,420,564,282,0.46,1,258,0.29,0.56,KSK028_EDG_CS2.lma,757.3428,0,no,611,728,1151,587,988,12,216,0.43,0.01,122,371,611,728,3405,587,1041,775,939,0.14,0.96,2325,0.28,0.37,564
7/13/17,Mitumba,KSK031,LAM,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Y,NA,NA,NA,NA,CS,NA,NA,NA,,,,,,,Y,10:09,Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK031_LAM_CS.lma,560.007,0,no,564,1127,1503,564,949,24,573,0.25,0.03,144,585,517,1127,2278,376,1401,845,1127,0.85,1,1198,0.3,0.39,939
7/13/17,Mitumba,KSK033,FAN,Y,2.73,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Y,4,4,1,2.73,CS,N,0,N,,,,,,,N,10:50,Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK033_FAN_CS.lma,664.0083,0,no,728,681,1151,564,856,7,75,0.15,-0.08,98,348,329,681,1151,329,830,986,681,0.45,1,470,0.25,0.66,587
7/23/17,Mitumba,KSK034,EDG,N,6.7,4.27,Y,Y,2,1,1,1.01,1.98019802,1.98019802,1.98019802,0,BE2,Y,3,3,1,2.8,CS2,Y,1,N,,,,,,,N,11:00,Resting,KSK034_EDG_BE2.lma,474.6726,0,no,258,376,517,211,306,6,85,0.84,0.03,32,170,1386,376,1386,258,549,305,376,0.28,1,822,0.2,0.47,KSK034_EDG_CS2.lma,733.3425,0,no,798,751,963,681,854,5,56,0.23,-0.02,69,188,798,751,1832,681,863,751,751,0.08,1,939,0.22,0.39,282
7/13/17,Mitumba,KSK036,LAM,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Y,NA,NA,NA,NA,CS4,NA,NA,NA,,,,,,,Y,11:34,Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK036_LAM_CS4.lma,541.3401,0,no,916,845,1198,587,956,14,240,0.07,-0.03,115,424,916,845,2395,587,1150,845,916,0.79,0,1785,0.28,0.37,611
7/14/17,Mitumba,KSK039,LAM,N,5.96,2.47,Y,Y,3,1,1,1.62,1.851851852,1.234567901,1.234567901,0,BE2,Y,1,1,1,0.85,CS1,N,0,N,,,,,,,N,8:42,Travel,KSK039_LAM_BE2.lma,410.6718,0,no,517,376,517,188,338,5,66,0,-0.02,52,149,1057,822,1057,188,449,329,188,0.39,0.88,446,0.35,0.63,KSK039_LAM_CS1.lma,776.0097,0,no,939,587,1268,564,930,15,254,0.9,-0.02,152,397,939,587,1268,282,928,1057,916,0.41,0.03,587,0.22,0.55,704
7/14/17,Mitumba,KSK046,EDG,N,11.82,10.11,Y,Y,6,3,3,2.95,2.033898305,2.033898305,2.033898305,0,BE4,Y,3,3,1,1.22,CS2,Y,16,Y,NA,1,NA,1,0,0,N,9:05,Resting,KSK046_EDG_BE4.lma,333.3375,0,no,282,211,305,211,283,2,28,0.18,-0.01,18,58,282,211,587,211,301,258,282,0.08,0,282,0.3,0.49,KSK046_EDG_CS2.lma,362.6712,0,no,822,845,1104,564,891,14,193,0.56,-0.02,126,342,822,845,2254,564,968,751,798,0.8,0.9,1221,0.29,0.41,540
