Date,Community,Filename,Caller,Chorus,Duration,Duration (B to L) ,Introduction present,Buildup present,Buildup E components,Buildup first half,Buildup second half,Buildup duration,Rate of buildup,Rate of first half,Rate of second half,Acceleration ,Buildup component chosen,Climax present,Climax components,Climax screams,Prop of screams,Durclx,Climax scream chosen,Letdown present,Letdown components,Drumming,Drumming duration,Drum beats,Rate of beats,Beats in climax,Beats after climax,Beats before climax,Non linearities,Time,Context,call,duration,durat2,select,F0start,F0end,F0max,F0min,F0mean,lmmean,lmmax,F0loc,trfak,trmean,trmax,Pfstart       ,Pfend,Pfmax,Pfmin,Pfmean       ,Pfmaxamp,Pfminamp,Pfmaxloc,Pfminloc,Pfmaxdif,noise_mean,noise_max,call,duration,durat2,select,F0start,F0end,F0max,F0min,F0mean,lmmean,lmmax,F0loc,trfak,trmean,trmax,Pfstart       ,Pfend,Pfmax,Pfmin,Pfmean       ,Pfmaxamp,Pfminamp,Pfmaxloc,Pfminloc,Pfmaxdif,noise_mean,noise_max,range
3/2/17,Kasekela,KSK144,FO,Y,10.89,7.61,Y,Y,7,3,4,5.6,1.25,1.071428571,1.428571429,0.357142857,BE2,Y,2,2,1,2,CS2,N,0,N,,,,,,,N,8:02,Resting,KSK144_FO_BE2.lma,402.6717,0,no,305,352,446,282,381,3,28,0.39,0.01,53,92,141,94,446,94,277,211,94,0.74,0.93,235,0.2,0.48,KSK144_FO_CS2.lma,749.3427,0,no,658,423,728,423,570,4,108,0,-0.03,26,209,658,423,1503,423,645,658,423,0.18,1,493,0.2,0.39,305
3/2/17,Kasekela,KSK146,FND,N,6.6,6.6,NA,N,0,0,0,0,0,0,0,0,,Y,8,4,0.5,6.6,CS4,N,0,N,,,,,,,N,8:11,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK146_FND_CS4.lma,746.676,0,no,1386,728,1386,658,998,6,282,0,-0.01,65,377,1386,728,1386,658,998,963,1386,0.92,0,705,0.2,0.39,728
3/2/17,Kasekela,KSK148,SN,Y,4.49,4.49,NA,Y,4,2,2,2.1,1.904761905,1.904761905,1.904761905,0,BE3,Y,2,2,1,2.4,CS2,N,0,N,,,,,,,Y,8:28,Resting,KSK148_SN_BE3.lma,333.3375,0,no,587,446,587,282,340,8,172,0,0.02,28,277,94,446,446,94,325,352,94,0.51,0,164,0.2,0.48,KSK148_SN_CS2.lma,1165.3479,0,no,705,822,1245,634,1030,10,244,0.17,-0.01,137,437,705,822,3734,634,2120,3569,705,0.43,0,2935,0.2,0.31,611
3/2/17,Kasekela,KSK149,SN,N,8.95,7.66,Y,Y,6,3,3,4.37,1.372997712,1.372997712,1.372997712,0,BE3,Y,2,2,1,2.09,CS1,Y,2,N,,,,,,,N,8:50,Resting,KSK149_SN_BE3.lma,360.0045,0,no,329,399,423,258,279,3,70,0.96,0.01,22,130,94,399,423,94,254,235,117,0.19,0.07,188,0.19,0.47,KSK149_SN_CS1.lma,690.6753,0,no,869,728,1127,423,696,6,244,0.02,0.02,58,496,869,728,1268,423,706,728,869,0.97,0,845,0.2,0.38,704
3/4/17,Kasekela,KSK156_1,FO,N,5.53,2.35,Y,N,0,0,0,0,0,0,0,0,,Y,1,1,1,1.22,CS1,N,0,N,,,,,,,N,10:18,Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK156_1_FO_CS1.lma,1266.6825,0,no,305,329,423,305,339,2,38,0.02,0,15,81,282,2395,4556,282,685,705,963,0.46,0.03,4227,0.22,0.6,118
3/4/17,Kasekela,KSK156_2,FO,Y,12.29,8.65,Y,Y,3,1,2,2.25,1.333333333,0.888888889,1.777777778,0.888888889,BE3,Y,3,3,1,2.3,CS2,Y,9,N,,,,,,,N,10:18,Travel,KSK156_2_FO_BE3.lma,274.6701,0,no,258,540,634,258,499,15,94,0.75,0.08,81,219,211,540,963,211,745,869,211,0.4,0,634,0.13,0.24,KSK156_2_FO_CS2.lma,728.0091,0,no,822,1268,1268,751,1023,9,193,0.99,0,100,278,822,1268,2231,751,1331,869,1268,0.11,1,1127,0.32,0.44,517
3/9/17,Kasekela,KSK159,FO,Y,14.18,7.64,Y,Y,5,2,3,3.48,1.436781609,1.149425287,1.724137931,0.574712644,BE3,Y,1,1,1,0.8,CS1,Y,7,N,,,,,,,D,9:45,Display,KSK159_FO_BE3.lma,394.6716,0,no,376,258,540,258,349,8,94,0.84,0.01,44,182,376,211,963,117,363,376,329,0.6,0.94,611,0.19,0.49,KSK159_FO_CS1.lma,845.3439,0,no,705,681,1315,517,848,13,405,1,0.01,88,414,705,282,1644,282,899,869,822,0.38,0.98,1057,0.27,0.45,798
3/9/17,Kasekela,KSK161,FO,Y,10.33,6.97,Y,Y,7,3,4,5.06,1.383399209,1.185770751,1.581027668,0.395256917,BE3,Y,2,2,1,1.91,CS2,N,0,N,,,,,,,N,9:50,Feed,KSK161_FO_BE3.lma,362.6712,0,no,282,329,470,258,325,11,127,0.31,-0.01,65,138,117,188,399,94,221,235,117,0.42,0,188,0.22,0.45,KSK161_FO_CS2.lma,864.0108,0,no,540,681,1550,540,940,15,385,0.07,0,130,597,399,681,1550,352,919,939,798,0.22,0.88,1198,0.25,0.44,1010
3/9/17,Kasekela,KSK163,FU,N,3.47,NA,NA,Y,3,1,2,1.46,2.054794521,1.369863014,2.739726027,1.369863014,BE2,Y,2,2,1,2,CS1,N,0,N,,,,,,,N,12:42,Travel,KSK163_FU_BE2.lma,328.0041,0,no,329,305,352,258,289,3,47,0.08,0,20,67,329,94,329,94,265,258,329,0.19,0.92,188,0.22,0.54,KSK163_FU_CS1.lma,1042.6797,0,no,611,986,1198,611,1004,3,61,0.75,0.04,69,306,611,986,1198,611,1004,1174,986,0.71,1,141,0.21,0.37,587
3/10/17,Kasekela,KSK165,SN,N,5.73,5.73,NA,Y,5,2,2,3.06,1.633986928,1.307189542,1.307189542,0,BE3,Y,2,2,1,2.29,CS2,Y,1,N,,,,,,,N,8:26,Feed,KSK165_SN_BE3.lma,312.0039,0,no,258,305,352,258,320,3,23,0.48,0.03,20,51,94,235,352,94,293,352,94,0.66,0.14,164,0.16,0.52,KSK165_SN_CS2.lma,1232.0154,0,no,798,658,1174,658,1087,2,52,0.1,-0.02,59,373,282,658,5730,282,1961,963,282,0.93,0,3476,0.19,0.39,516
3/10/17,Kasekela,KSK166,SN,N,7.43,6.28,Y,Y,9,5,3,3.49,2.578796562,2.865329513,1.719197708,-1.146131805,BE5,Y,2,2,1,2.29,CS2,Y,1,N,,,,,,,D,8:32,Feed,KSK166_SN_BE5.lma,186.669,0,no,305,352,705,258,387,52,268,0.16,0.04,149,339,94,188,705,94,220,235,705,0.39,0.16,587,0.22,0.55,KSK166_SN_CS2.lma,1202.6817,0,no,564,1033,1127,564,954,4,66,0.4,0.02,55,264,564,3076,4509,564,1532,798,3076,0.1,1,3429,0.24,0.4,563
3/10/17,Kasekela,KSK167,SN,N,5.89,5.89,Y,Y,7,4,3,3.78,1.851851852,2.116402116,1.587301587,-0.529100529,BE4,Y,2,2,1,1.76,CS1,Y,1,N,,,,,,,N,8:40,Feed,KSK167_SN_BE4.lma,344.0043,0,no,423,376,446,258,277,8,136,0.03,-0.01,26,156,94,117,282,94,239,258,94,0.59,0.07,141,0.3,0.69,KSK167_SN_CS1.lma,896.0112,0,no,681,1080,1080,540,906,5,155,0.55,0.07,59,290,681,3217,4297,540,1026,705,3217,0.26,1,3311,0.26,0.53,540
3/10/17,Kasekela,KSK168,SN,N,6.72,6.46,Y,Y,5,2,2,3.72,1.344086022,1.075268817,1.075268817,0,BE3,Y,2,2,1,2.74,CS2,N,0,N,,,,,,,N,8:45,Feed,KSK168_SN_BE3.lma,498.6729,0,no,282,258,446,258,288,4,80,0.85,0.01,21,144,94,94,423,94,260,305,282,0.45,0.93,188,0.19,0.5,KSK168_SN_CS2.lma,1408.0176,0,no,540,751,963,540,828,3,66,0.48,0,93,314,540,751,3734,540,1391,681,728,0.05,0.96,2795,0.21,0.56,423
3/10/17,Kasekela,KSK169,SN,N,6.58,6.1,Y,Y,6,3,3,3.46,1.734104046,1.734104046,1.734104046,0,BE3,Y,2,2,1,2.64,CS2,N,0,N,,,,,,,D,8:49,Feed,KSK169_SN_BE3.lma,317.3373,0,no,258,399,423,258,297,5,103,0.14,0.03,16,152,94,399,423,94,261,305,94,0.62,0,188,0.16,0.49,KSK169_SN_CS2.lma,1250.6823,0,no,892,963,1127,658,1052,3,147,0.29,0,61,389,892,963,4462,658,1968,869,963,0.02,1,3335,0.3,0.46,469
3/10/17,Kasekela,KSK170,SN,N,6.23,4.94,Y,Y,5,2,2,3.07,1.628664495,1.302931596,1.302931596,0,BE3,Y,1,1,1,0.87,CS1,Y,2,N,,,,,,,N,8:54,Feed,KSK170_SN_BE3.lma,397.3383,0,no,235,141,282,141,236,6,61,0.64,0,24,96,94,94,6247,94,504,235,6129,0.24,0.08,6012,0.25,0.65,KSK170_SN_CS1.lma,874.6776,0,no,587,1080,1386,587,939,14,319,0.35,0.05,126,506,352,2184,2231,352,998,775,352,0.44,0,1127,0.32,0.63,799
3/10/17,Kasekela,KSK172,SN,N,6.93,6.23,Y,Y,6,3,3,4.34,1.382488479,1.382488479,1.382488479,0,BE3,Y,1,1,1,0.52,CS1,Y,2,N,,,,,,,N,9:11,Feed,KSK172_SN_BE3.lma,445.3389,0,no,141,141,282,141,240,4,47,0.59,0.02,28,134,94,94,282,94,228,282,94,0.8,0.08,117,0.22,0.66,KSK172_SN_CS1.lma,538.6734,0,no,705,305,775,305,547,10,169,0.09,-0.04,71,257,705,305,1526,305,969,963,305,0.58,1,1221,0.3,0.66,470
3/28/17,Kasekela,KSK184,SN,N,7.35,7.35,NA,Y,6,3,3,3.74,1.604278075,1.604278075,1.604278075,0,BE3,Y,2,2,1,2.59,CS1,Y,2,N,,,,,,,N,12:09,Resting,KSK184_SN_BE3.lma,354.6711,0,no,141,258,258,141,226,3,19,0.39,0.02,27,72,94,258,423,94,227,211,164,0.23,0.13,235,0.22,0.59,KSK184_SN_CS1.lma,949.3452,0,no,798,1127,1362,611,970,8,521,0.25,0.05,59,501,282,1127,1362,282,929,916,282,0.41,0,705,0.2,0.4,751
4/2/17,Kasekela,KSK190,SN,N,7.25,5.01,Y,Y,4,2,2,1.99,2.010050251,2.010050251,2.010050251,0,BE2,Y,2,2,1,2.71,CS2,Y,1,N,,,,,,,Y,7:39,Feed,KSK190_SN_BE2.lma,349.3377,0,no,164,329,352,141,301,4,70,0.84,0.04,22,105,94,329,1902,94,344,329,1902,0.52,0.09,1691,0.3,0.63,KSK190_SN_CS2.lma,1272.0159,0,no,822,1010,1456,728,1211,9,235,0.29,-0.03,112,655,423,282,5425,282,2657,3640,282,0.07,1,3076,0.35,0.62,728
4/2/17,Kasekela,KSK191,FU,N,5.71,2.14,Y,N,0,0,0,0,0,0,0,0,,Y,2,2,1,2.14,CS2,N,0,N,,,,,,,N,7:42,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK191_FU_CS2.lma,1032.0129,0,no,845,822,963,728,826,6,75,0.76,0,47,128,845,822,1550,728,828,822,845,0.1,0,775,0.19,0.52,235
4/5/17,Kasekela,KSK195,FU,N,5.99,3.05,Y,Y,3,1,1,1.26,2.380952381,1.587301587,1.587301587,0,BE2,Y,2,2,1,1.79,CS2,N,0,N,,,,,,,N,10:52,Feed,KSK195_FU_BE2.lma,309.3372,0,no,305,211,352,211,310,5,66,0.67,0.01,26,106,94,564,1010,94,376,329,305,0.31,0.03,681,0.14,0.53,KSK195_FU_CS2.lma,842.6772,0,no,845,751,1198,751,1104,2,19,0.42,0.01,83,372,845,751,1198,751,1104,869,751,0.03,1,47,0.19,0.34,447
4/9/17,Kasekela,KSK201,FU,Y,8.83,5.12,Y,Y,3,1,1,0.96,3.125,2.083333333,2.083333333,0,BE2,Y,2,2,1,1.9,CS1,Y,1,N,,,,,,,N,13:56,Travel,KSK201_FU_BE2.lma,264.0033,0,no,258,352,352,258,318,6,42,0.35,0.03,23,86,258,376,399,258,332,258,376,0.15,1,70,0.17,0.37,KSK201_FU_CS1.lma,877.3443,0,no,1010,986,1292,705,1116,9,178,0.67,0.05,72,465,1010,986,2583,282,1130,1268,986,0.74,1,1315,0.26,0.42,587
5/2/17,Kasekela,KSK204,FU,Y,5.81,NA,NA,N,0,0,0,0,0,0,0,0,,Y,6,6,1,5.81,CS2,N,0,N,,,,,,,Y,8:46,Resting,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK204_FU_CS2.lma,1152.0144,0,no,916,1221,1362,916,1292,6,174,0.25,-0.01,52,404,916,1221,2701,916,1581,1292,939,0.88,0.96,1386,0.23,0.4,446
5/25/17,Kasekela,KSK216,FND,N,8.19,7.65,Y,N,0,0,0,0,0,0,0,0,,Y,13,5,0.384615385,7.03,CS3,Y,1,N,,,,,,,Y,11:21,Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK216_FND_CS3.lma,712.0089,0,no,1362,1127,1550,822,1385,11,268,0.7,0,82,562,2677,1127,3053,423,1352,1292,1127,0.87,1,2231,0.31,0.48,728
5/25/17,Kasekela,KSK217,FU,Y,NA,NA,NA,Y,NA,,,NA,,,,,BE1,Y,2,2,1,2.6,CS2,N,0,N,,,,,,,Y,11:44,Feed,KSK217_FU_BE1.lma,448.0056,0,no,164,141,305,141,275,4,66,0.36,0.01,30,153,94,94,939,94,679,892,282,0.41,0.07,634,0.2,0.51,KSK217_FU_CS2.lma,1288.0161,0,no,939,1127,1127,540,926,4,225,0.98,-0.03,100,386,939,1127,1127,282,917,939,282,0.6,0.03,658,0.18,0.41,587
5/25/17,Kasekela,KSK220,ZS,Y,3.24,2.22,Y,Y,1,,,0.54,NA,NA,NA,NA,BE1,Y,1,1,1,1,CS1,Y,1,N,,,,,,,D,12:04,Feed,KSK220_ZS_BE1.lma,608.0076,0,no,141,188,258,141,214,4,42,0.53,0,28,77,94,94,1526,94,214,235,117,0.28,0.92,1432,0.31,0.6,KSK220_ZS_CS1.lma,968.0121,0,no,587,329,798,329,624,18,263,0.35,-0.01,105,300,1174,329,1292,329,869,658,329,0.18,1,658,0.27,0.48,469
5/26/17,Kasekela,KSK227,SN,Y,6.69,6.35,Y,Y,6,3,3,3.26,1.840490798,1.840490798,1.840490798,0,BE3,Y,3,3,1,3.09,CS3,N,0,N,,,,,,,Y,9:45,Display,KSK227_SN_BE3.lma,352.0044,0,no,305,188,352,164,252,5,136,0.89,-0.01,32,108,305,188,376,94,256,258,117,0.31,0.1,211,0.24,0.64,KSK227_SN_CS3.lma,653.3415,0,no,587,845,1503,587,1052,15,479,0.21,0.04,106,520,587,845,1503,352,1031,1127,587,0.4,0,751,0.23,0.38,916
5/26/17,Kasekela,KSK230_1,FND,Y,10.5,9.63,Y,Y,8,4,4,2.28,3.50877193,3.50877193,3.50877193,0,BE4,Y,3,3,1,2.14,CS3,Y,15,N,,,,,,,Y,10:36,Display,KSK230_1_FND_BE4.lma,224.0028,0,no,517,446,517,329,406,9,85,0,0.01,48,118,892,446,892,329,469,376,892,0.43,0,399,0.3,0.71,KSK230_1_FND_CS3.lma,600.0075,0,no,728,869,1479,728,1277,14,141,0.56,0,125,547,352,869,1479,329,1246,1386,869,0.42,1,705,0.37,0.5,751
5/26/17,Kasekela,KSK230_2,FND,Y,12.92,10.08,Y,Y,4,2,2,1.2,3.333333333,3.333333333,3.333333333,0,BE2,Y,5,4,0.8,3.13,CS3,Y,9,N,,,,,,,Y,10:36,Display,KSK230_2_FND_BE2.lma,173.3355,0,no,470,470,470,352,425,5,38,0,-0.03,30,74,470,470,470,352,425,399,470,0.62,0,94,0.22,0.45,KSK230_2_FND_CS3.lma,536.0067,0,no,916,1268,1432,892,1280,7,56,0.52,0.06,74,258,282,1268,2795,282,1236,1362,1268,0.78,1,1432,0.32,0.42,540
5/26/17,Kasekela,KSK231_1,FND,Y,9.42,8.36,Y,Y,7,4,3,1.97,3.553299492,4.060913706,3.045685279,-1.015228426,BE4,Y,3,3,1,2,CS2,Y,9,N,,,,,,,Y,10:40,Display,KSK231_1_FND_BE4.lma,205.3359,0,no,470,282,470,282,403,6,66,0,-0.08,34,91,470,282,470,282,403,399,470,0.54,0,164,0.22,0.52,KSK231_1_FND_CS2.lma,698.6754,0,no,986,1620,1620,916,1308,9,249,0.99,0.03,69,302,329,564,1409,282,1077,352,564,0.05,1,1057,0.3,0.39,704
5/26/17,Kasekela,KSK231_2,FND,Y,9.52,7.11,Y,N,0,0,0,0,0,0,0,0,,Y,10,4,0.4,5.85,CS1,Y,4,N,,,,,,,Y,10:40,Display,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK231_2_FND_CS1.lma,605.3409,0,no,869,1315,2020,705,1307,22,376,0.23,0.02,141,743,869,1315,2630,705,1529,1315,869,0.85,0,1339,0.35,0.55,1315
5/26/17,Kasekela,KSK234,FND,N,11.3,10.22,Y,Y,14,7,7,4.58,3.056768559,3.056768559,3.056768559,0,BE7,Y,1,1,1,0.48,CS1,Y,14,Y,0.44,3,6.818181818,2,0,1,Y,12:30,Display,KSK234_FND_BE7.lma,186.669,0,no,470,399,470,282,371,6,70,0,-0.03,49,103,470,399,470,282,371,352,470,0.62,0,164,0.16,0.34,KSK234_FND_CS1.lma,528.0066,0,no,798,1198,1855,775,1196,16,333,0.27,0.04,77,700,798,1198,2442,775,1254,1245,798,0.79,0,1221,0.35,0.62,1080
5/26/17,Kasekela,KSK236,FND,Y,7.91,6.82,Y,N,0,0,0,0,0,0,0,0,,Y,9,4,0.444444444,6.82,CS3,N,0,N,,,,,,,Y,13:04,Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK236_FND_CS3.lma,741.3426,0,no,1010,1010,1386,1010,1253,6,56,0.3,-0.03,66,341,1010,1010,5307,1010,1608,1174,1010,0.78,1,3969,0.25,0.46,376
5/27/17,Kasekela,KSK239,FND,Y,14.11,13.29,Y,Y,13,6,7,4.87,2.669404517,2.464065708,2.874743326,0.410677618,BE6,Y,6,3,0.5,3.36,CS,Y,8,Y,,,,,,,Y,7:52,Travel,KSK239_FND_BE6.lma,221.3361,0,no,470,423,470,282,402,8,75,0,0.01,46,115,470,423,470,282,402,423,282,0.89,0.12,188,0.17,0.4,KSK239_FND_CS.lma,616.0077,0,no,705,1174,1362,705,1230,10,160,0.41,0.05,89,396,305,1174,1362,305,1218,986,1174,0.08,1,376,0.26,0.4,657
5/27/17,Kasekela,KSK241_1,SL,N,5.28,4.7,Y,Y,4,2,2,2.05,1.951219512,1.951219512,1.951219512,0,BE2,Y,2,2,1,1.54,CS2,Y,2,N,,,,,,,N,8:55,Travel,KSK241_1_SL_BE2.lma,381.3381,0,no,352,329,423,211,317,4,70,0.85,0.02,25,83,352,329,634,211,319,329,352,0.59,0.95,282,0.23,0.63,KSK241_1_SL_CS2.lma,674.6751,0,no,775,751,822,446,752,7,132,0.63,0.02,43,243,775,751,1620,446,850,775,775,0.44,0,845,0.22,0.46,376
5/27/17,Kasekela,KSK241_2,SL,N,6.88,3.58,Y,Y,2,1,1,1.02,1.960784314,1.960784314,1.960784314,0,BE1,Y,2,2,1,2.17,CS2,Y,1,N,,,,,,,D,8:55,Travel,KSK241_2_SL_BE1.lma,418.6719,0,no,305,329,470,235,302,6,85,0.19,-0.01,44,161,751,141,775,141,363,282,751,0.48,0,470,0.28,0.54,KSK241_2_SL_CS2.lma,864.0108,0,no,798,751,1010,634,881,4,70,0.36,-0.01,113,271,798,751,1010,634,881,728,798,0.07,0,141,0.16,0.5,376
5/27/17,Kasekela,KSK241_3,SL,N,8.91,3.07,Y,N,0,0,0,0,0,0,0,0,,Y,2,2,1,1.98,CS1,Y,2,N,,,,,,,D,8:55,Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK241_3_SL_CS1.lma,949.3452,0,no,587,705,1198,587,977,8,344,0.63,0.04,130,450,446,705,4650,446,1365,728,705,0.25,1,3499,0.27,0.4,611
5/27/17,Kasekela,KSK244,ZS,Y,5.2,5.2,N,Y,8,4,4,3.71,2.156334232,2.156334232,2.156334232,0,BE4,Y,1,1,1,0.59,CS1,Y,2,N,,,,,,,N,13:08,Travel,KSK244_ZS_BE4.lma,336.0042,0,no,188,329,329,188,246,5,103,0.14,0.04,22,125,94,329,728,94,248,258,329,0.47,1,611,0.26,0.49,KSK244_ZS_CS1.lma,645.3414,0,no,329,329,564,305,461,4,61,0.29,0,57,165,329,822,1174,305,862,1033,822,0.47,1,798,0.24,0.39,259
6/2/17,Kasekela,KSK246,FND,Y,5.85,5.08,Y,Y,6,3,3,1.91,3.141361257,3.141361257,3.141361257,0,BE3,Y,4,4,1,3.17,CS2,N,0,Y,,2,,,,,Y,8:40,Display,KSK246_FND_BE3.lma,250.6698,0,no,188,211,493,188,291,8,225,0.12,0.04,39,238,188,211,1080,188,382,282,211,0.31,1,845,0.26,0.46,KSK246_FND_CS2.lma,581.3406,0,no,1057,1691,1691,728,1075,29,493,0.87,0,107,611,1057,1949,2278,822,1412,1127,1949,0.14,1,1198,0.33,0.5,963
6/2/17,Kasekela,KSK248,FU,N,4.33,1.31,Y,N,0,0,0,0,0,0,0,0,,Y,1,1,1,1.31,CS1,N,0,N,,,,,,,N,9:50,Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK248_FU_CS1.lma,1285.3494,0,no,986,892,1620,587,1076,8,324,0.17,0.01,98,586,986,1808,6857,540,1153,1127,869,0.6,0.02,6317,0.25,0.73,1033
6/2/17,Kasekela,KSK251,FU,Y,3.87,NA,NA,Y,4,2,2,1.82,2.197802198,2.197802198,2.197802198,0,BE1,Y,3,2,0.666666667,2.05,CS2,N,0,N,,,,,,,N,10:25,Travel,KSK251_FU_BE1.lma,261.3366,0,no,235,188,446,188,373,9,85,0.4,0.04,55,227,94,94,446,94,322,399,94,0.69,0.85,305,0.45,0.68,KSK251_FU_CS2.lma,941.3451,0,no,822,939,1198,798,1092,4,99,0.61,0.02,82,253,376,939,1198,376,1012,1174,939,0.8,1,751,0.21,0.39,400
6/5/17,Kasekela,KSK257,FO,N,4.57,1.71,Y,N,0,0,0,0,0,0,0,0,,Y,2,2,1,1.71,CS2,N,0,N,,,,,,,D,12:19,Resting,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK257_FO_CS2.lma,914.6781,0,no,352,305,798,305,549,4,164,0.94,0.01,21,303,352,305,1174,305,905,1010,352,0.07,0,611,0.25,0.68,493
6/5/17,Kasekela,KSK259,SN,Y,7.06,6.33,Y,Y,5,2,2,2.82,1.773049645,1.418439716,1.418439716,0,BE3,Y,2,2,1,1.92,CS1,Y,1,Y,1.06,4,3.773584906,4,0,0,Y,14:10,Resting,KSK259_SN_BE3.lma,301.3371,0,no,211,258,329,188,294,2,16,0.6,0.04,21,87,94,258,869,94,310,329,94,0.76,0,751,0.2,0.46,KSK259_SN_CS1.lma,818.6769,0,no,869,1315,1620,775,1365,22,202,0.5,0.07,179,434,869,1315,3217,775,1632,822,1315,0.07,1,2090,0.4,0.5,845
6/6/17,Kasekela,KSK265,FU,N,7.83,3.19,Y,N,0,0,0,0,0,0,0,0,,Y,3,3,1,3.19,CS1,N,0,N,,,,,,,D,8:47,Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK265_FU_CS1.lma,1093.347,0,no,845,1268,1339,845,1215,4,85,0.48,0.02,94,341,845,1268,1339,845,1215,1292,1268,0.36,1,164,0.25,0.52,494
6/6/17,Kasekela,KSK267,GIM,Y,6.39,6.39,N,N,0,0,0,0,0,0,0,0,,Y,15,3,0.2,6.39,CS2,N,0,N,,,,,,,D,9:48,Feed,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK267_GIM_CS2.lma,557.3403,0,no,822,611,1198,587,863,17,282,0.13,0,95,337,822,611,5002,587,1537,1526,611,0.71,1,4157,0.31,0.43,611
6/9/17,Kasekela,KSK280,ZS,N,5.57,2.94,Y,Y,2,1,1,1,2,2,2,0,BE2,Y,1,1,1,0.69,CS1,Y,3,Y,0.39,3,7.692307692,3,0,0,N,7:46,Travel,KSK280_ZS_BE2.lma,402.6717,0,no,211,517,517,188,318,5,75,0.92,0.05,52,178,728,611,798,211,609,634,329,0.64,0.9,540,0.3,0.62,KSK280_ZS_CS1.lma,728.0091,0,no,822,751,1785,634,1056,14,348,0.56,0.01,151,724,329,751,3804,329,1366,1104,329,0.78,0,2536,0.32,0.56,1151
6/9/17,Kasekela,KSK285,ZS,N,5.45,1.52,Y,N,0,0,0,0,0,0,0,0,,Y,2,2,1,1.52,CS1,N,0,N,,,,,,,Y,9:12,Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK285_ZS_CS1.lma,928.0116,0,no,705,798,1550,681,957,9,498,0.93,-0.03,84,690,705,798,3241,681,1064,728,798,0.03,1,2160,0.21,0.4,869
6/9/17,Kasekela,KSK286,ZS,N,2.73,NA,N,N,0,0,0,0,0,0,0,0,,Y,4,1,0.25,1.56,CS1,Y,2,N,,,,,,,"Y, D",9:32,Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSK286_ZS_CS1.lma,552.0069,0,no,1010,1292,1526,845,1283,13,132,0.56,0.07,121,392,1010,1292,6904,282,1564,1198,1292,0.22,1,6481,0.48,0.76,681
6/12/17,Kasekela,KSK306,FU,Y,9.68,7.19,Y,Y,8,3,5,3.4,2.352941176,1.764705882,2.941176471,1.176470588,BE1,Y,2,2,1,1.36,CS1,Y,7,N,,,,,,,Y,9:16,Feed,KSK306_FU_BE1.lma,304.0038,0,no,235,517,517,188,229,10,136,0.99,0.05,57,220,235,2489,3170,94,403,188,2489,0.42,1,1949,0.42,0.72,KSK306_FU_CS1.lma,746.676,0,no,798,1127,1573,751,1348,19,484,0.03,0.05,116,438,798,681,2982,517,1817,1479,681,0.33,0.98,1738,0.3,0.51,822
6/12/17,Kasekela,KSK306,FO,Y,15.11,7.75,Y,Y,4,2,2,3.15,1.26984127,1.26984127,1.26984127,0,BE2,Y,2,2,1,2.6,CS1,Y,3,N,,,,,,,N,9:16,Feed,KSK306_FO_BE2.lma,338.6709,0,no,258,188,282,188,257,2,19,0.02,0.01,18,79,822,164,822,164,296,282,822,0.63,0,564,0.15,0.24,KSK306_FO_CS1.lma,1301.3496,0,no,540,751,869,517,807,1,42,0.55,0.01,44,226,282,376,869,282,783,845,376,0.87,1,376,0.16,0.5,352
6/12/17,Kasekela,KSK311,GIM,N,11.56,8.14,Y,Y,11,5,6,5.4,2.037037037,1.851851852,2.222222222,0.37037037,BE6,Y,2,2,1,1.49,CS1,Y,3,Y,1.03,6,5.825242718,2,0,4,D,10:42,Resting,KSK311_GIM_BE6.lma,320.004,0,no,352,282,352,282,305,3,31,0,-0.01,13,36,352,282,587,282,310,329,352,0.23,0,282,0.15,0.58,KSK311_GIM_CS1.lma,792.0099,0,no,822,1432,1667,822,1468,12,193,0.55,0.07,114,462,751,1432,5025,728,2107,1620,1432,0.75,1,3288,0.31,0.57,845
6/12/17,Kasekela,KSK318,FU,Y,11.69,6.91,Y,Y,6,2,4,2.84,2.112676056,1.408450704,2.816901408,1.408450704,BE3,Y,2,2,1,1.96,CS1,Y,4,N,,,,,,,N,13:42,Display,KSK318_FU_BE3.lma,325.3374,0,no,282,258,352,188,260,3,70,0.12,-0.01,15,83,282,258,352,188,260,258,282,0.34,0,164,0.25,0.53,KSK318_FU_CS1.lma,1080.0135,0,no,1315,1174,1691,845,1139,13,319,0.13,0.02,92,630,1315,1174,1667,564,1129,1245,1315,0.74,0,1104,0.28,0.49,846
